                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.69011,                0.60856,                 1.8441,                0.49645,                0.42888,                0.40769,                0.24083,                 3.1037,                 3.9327,                 3.5868,             0.00023395,             0.00023395,             0.00023395
                     81,                0.69293,                0.61917,                 1.8431,                0.49031,                0.42619,                0.41908,                0.24362,                 3.1092,                 3.8772,                 3.5976,               0.000229,               0.000229,               0.000229
                     82,                0.67825,                0.59171,                 1.8296,                0.48818,                0.42415,                0.40939,                0.24049,                 3.0752,                 3.9122,                  3.565,             0.00022405,             0.00022405,             0.00022405
                     83,                0.65427,                0.56408,                 1.8236,                0.50307,                0.42077,                0.41965,                0.24495,                 3.1186,                 3.8625,                 3.6136,              0.0002191,              0.0002191,              0.0002191
                     84,                0.67337,                0.57288,                 1.8276,                0.48171,                0.43019,                0.40495,                0.23609,                  3.106,                 3.9709,                 3.5874,             0.00021415,             0.00021415,             0.00021415
                     85,                0.69355,                0.59053,                 1.8385,                0.47826,                 0.4339,                0.41186,                0.24025,                 3.1229,                 3.8612,                 3.5936,              0.0002092,              0.0002092,              0.0002092
                     86,                0.67958,                0.59422,                 1.8379,                0.47652,                0.42461,                0.40547,                0.23373,                 3.1601,                 3.9575,                 3.6448,             0.00020425,             0.00020425,             0.00020425
                     87,                0.67773,                0.60286,                 1.8397,                0.48427,                0.43539,                0.41827,                0.24531,                 3.1326,                 3.8702,                 3.6431,              0.0001993,              0.0001993,              0.0001993
                     88,                0.66325,                0.57345,                 1.8227,                0.49536,                0.43362,                0.42231,                0.24572,                 3.1211,                   3.87,                 3.6324,             0.00019435,             0.00019435,             0.00019435
                     89,                0.67137,                0.56533,                 1.8325,                0.47687,                0.43773,                0.41789,                0.24464,                 3.1116,                 3.9108,                 3.6248,              0.0001894,              0.0001894,              0.0001894
                     90,                0.66203,                0.56264,                  1.829,                0.50766,                 0.4348,                0.42895,                0.25121,                 3.0821,                  3.862,                 3.5641,             0.00018445,             0.00018445,             0.00018445
                     91,                  0.652,                 0.5593,                 1.8248,                0.50651,                0.43409,                0.42348,                0.24892,                 3.1088,                 3.8911,                 3.6094,              0.0001795,              0.0001795,              0.0001795
                     92,                0.63706,                0.53481,                 1.8173,                0.47992,                0.43239,                0.40653,                0.23792,                 3.1495,                 4.0188,                 3.6503,             0.00017455,             0.00017455,             0.00017455
                     93,                0.64427,                0.54966,                 1.8246,                0.49511,                0.43538,                0.42094,                0.24762,                 3.1007,                 3.9012,                 3.6031,              0.0001696,              0.0001696,              0.0001696
                     94,                0.63362,                0.54133,                 1.8181,                0.48829,                0.43345,                0.42371,                0.24747,                 3.1188,                 3.8711,                 3.6303,             0.00016465,             0.00016465,             0.00016465
                     95,                0.62541,                0.52437,                 1.8141,                0.51884,                0.42605,                0.42701,                0.24819,                 3.1336,                 3.8434,                 3.6304,              0.0001597,              0.0001597,              0.0001597
                     96,                 0.6176,                0.50433,                  1.806,                0.50694,                0.42679,                0.41902,                0.24709,                 3.1072,                  4.011,                 3.6054,             0.00015475,             0.00015475,             0.00015475
                     97,                0.61912,                0.50935,                 1.8075,                0.50731,                0.44027,                0.43083,                0.25287,                 3.1158,                 3.9371,                 3.6312,              0.0001498,              0.0001498,              0.0001498
                     98,                0.61295,                0.50262,                 1.8051,                0.52963,                0.43352,                 0.4363,                0.25631,                 3.1264,                 3.9308,                 3.6164,             0.00014485,             0.00014485,             0.00014485
                     99,                0.61109,                 0.5079,                 1.8072,                0.51271,                0.44222,                0.43558,                0.25945,                 3.1169,                  3.905,                 3.6212,              0.0001399,              0.0001399,              0.0001399
                    100,                0.59677,                 0.4847,                 1.7973,                0.49819,                0.45045,                0.43654,                0.26034,                 3.1227,                 3.9065,                 3.6384,             0.00013495,             0.00013495,             0.00013495
                    101,                0.60587,                0.48546,                 1.8002,                0.50897,                0.44074,                0.42635,                0.25153,                 3.1305,                 3.9404,                 3.6431,                0.00013,                0.00013,                0.00013
                    102,                0.60395,                0.48976,                 1.8027,                0.52296,                0.43543,                0.43289,                 0.2563,                 3.1308,                 3.9302,                 3.6357,             0.00012505,             0.00012505,             0.00012505
                    103,                0.58181,                0.46942,                 1.7889,                0.54738,                0.43065,                0.44241,                0.25914,                 3.1504,                 3.9157,                 3.6592,              0.0001201,              0.0001201,              0.0001201
                    104,                 0.5864,                0.46014,                 1.7944,                0.52203,                0.43721,                0.43598,                0.25697,                 3.1511,                 3.9918,                 3.6655,             0.00011515,             0.00011515,             0.00011515
                    105,                0.58056,                0.46096,                 1.7892,                0.53331,                0.41964,                0.43386,                0.25619,                 3.1364,                 4.0086,                 3.6379,              0.0001102,              0.0001102,              0.0001102
